ID>1000005 1413981|0.016|0.0|0.155|0.155|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1000126 811127|0.069|0.069|0.533|0.533|0.009|0.055|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.4|0.079|1.0|0.1|0.179
ID>1000260 1332361|0.001|0.001|0.176|0.0|0.125|0.125|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1000286 907294|0.359|0.359|0.518|0.518|0.017|0.056|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.096|1.0|0.1|0.196
ID>100076 1335146|0.053|0.053|0.465|0.465|0.007|0.007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1000818 199859|0.493|0.493|0.518|0.518|0.008|0.025|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.133|0.001|1.0|0.3|0.134
ID>1000851 1122319|0.001|0.001|0.0|0.0|0.007|0.007|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1000893 666864|0.003|0.003|0.171|0.171|0.031|0.031|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1001511 70174|0.145|0.145|0.501|0.501|0.033|0.0|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.4|0.096|1.0|0.1|0.196
ID>1001819 1519101|0.001|0.001|0.057|0.057|0.036|0.036|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1003104 1118813|0.001|0.001|0.001|0.001|0.0|0.064|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.2|0.0
ID>1005035 602570|0.213|0.213|0.927|0.927|0.0|0.039|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.133|0.056|1.0|0.15|0.189
ID>100587 1346734|1.0|1.0|0.594|0.594|0.032|0.057|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.045|1.0|0.1|0.14500000000000002
ID>1007 183708|0.012|0.012|0.037|0.037|0.003|0.003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>100777 1746698|0.001|0.001|0.019|0.019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1010 1824778|0.002|0.002|0.219|0.219|0.234|0.234|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>101049 1849435|0.046|0.001|0.287|0.287|0.024|0.024|1.0|0.222|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1011845 1564574|0.005|0.005|0.927|0.927|0.028|0.006|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.133|0.003|1.0|0.25|0.136
ID>1012678 1127318|1.0|1.0|0.297|0.297|0.001|0.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.02|1.0|0.35|0.02
ID>1012678 1739830|1.0|1.0|0.297|0.297|0.001|0.019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.266|0.129|1.0|0.25|0.129
ID>1013287 2014813|0.248|0.248|0.25|0.25|0.007|0.015|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.0|0.0
ID>101432 770670|0.36|0.36|0.443|0.443|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.333|0.03|1.0|0.15|0.18
ID>1020675 1802312|0.0|0.0|0.167|0.167|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1020689 2016060|0.139|0.139|0.183|0.183|0.0|0.01|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.0|0.0
ID>1021466 1702122|0.0|0.0|0.191|0.191|0.014|0.08|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.5|0.0
ID>1022209 1996632|0.022|0.022|0.518|0.518|0.014|0.159|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.072|1.0|0.1|0.172
ID>1022413 819505|0.004|0.004|0.273|0.273|0.013|0.013|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1025582 1103685|0.0|0.0|0.098|0.098|0.032|0.032|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>102569 1419060|0.433|0.433|0.386|0.386|0.234|0.009|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.2|0.001|1.0|0.15|0.151
ID>1026253 1075508|0.024|0.024|0.066|0.066|0.046|0.046|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1026564 1026565|0.0|0.0|0.483|0.035|0.0|0.0|0.0|0.0|1.0|0.384|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1032199 2164337|0.003|0.003|0.087|0.087|0.1|0.1|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1032551 1328434|0.113|0.113|0.188|0.0|0.001|0.0|0.0|0.0|1.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.15|0.15
ID>1032829 704880|0.002|0.002|0.155|0.155|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1033027 1861519|0.017|0.017|0.363|0.363|0.049|0.08|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.5|0.0
ID>1033091 1857079|0.201|0.201|0.14|0.14|0.017|0.014|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.066|0.02|1.0|0.15|0.08600000000000001
ID>1033164 1539712|0.007|0.007|0.254|0.254|0.086|0.086|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1033595 796802|0.008|0.008|0.076|0.097|0.068|0.068|0.0|0.0|1.0|0.307|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1034143 1034152|0.002|0.002|0.28|0.008|1.0|1.0|0.0|0.0|1.0|0.23|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1034375 2109716|0.0|0.0|0.104|0.104|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1034551 1572446|0.007|0.007|0.031|0.031|0.018|0.018|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>10353 1982989|0.261|0.261|0.927|0.927|1.0|0.159|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.133|0.045|1.0|0.15|0.178
ID>10353 2046835|0.261|0.261|0.927|0.927|1.0|0.052|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.078|1.0|0.1|0.178
ID>103712 228833|0.013|0.013|0.304|0.304|0.023|0.023|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1039623 1096386|0.003|0.003|0.061|0.061|0.005|0.005|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1039623 1328917|0.003|0.003|0.061|0.061|0.005|0.005|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1042496 937107|0.005|0.005|0.234|0.234|0.002|0.019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.1|0.0
ID>1043533 940746|0.008|0.008|0.597|0.597|0.01|0.01|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>104397 30202|0.014|0.014|0.03|0.03|1.0|1.0|0.0|0.0|1.0|0.461|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>104531 1351520|0.219|0.219|0.771|0.771|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.053|1.0|0.0|0.053
ID>1045992 1121796|0.015|0.015|0.927|0.927|0.035|0.032|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.2|0.0
ID>1060337 670748|0.096|0.096|0.201|0.201|0.044|1.0|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.017|1.0|0.15|0.16699999999999998
ID>1061257 1171981|0.007|0.007|0.771|0.771|0.079|0.027|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.016|1.0|0.1|0.116
ID>1061420 822913|0.062|0.062|0.625|0.625|0.03|0.015|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.133|0.004|1.0|0.15|0.137
ID>1063228 2180937|0.064|0.064|0.771|0.771|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.333|0.038|1.0|0.05|0.088
ID>1065131 636020|0.0|0.029|0.771|0.771|0.057|0.001|1.0|0.111|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.05|0.161
ID>1065313 896805|0.301|0.301|0.279|0.279|0.034|0.159|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.333|0.049|1.0|0.15|0.199
ID>1065450 545445|0.017|0.0|0.284|0.284|0.003|0.1|1.0|0.055|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.1|0.155
ID>1065486 2131564|0.017|0.017|0.087|0.087|0.07|0.003|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.333|0.015|1.0|0.1|0.115
ID>1065582 750353|0.011|0.011|0.081|0.081|0.079|0.079|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1065693 631783|0.357|0.357|0.927|0.927|0.0|0.125|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.333|0.024|1.0|0.15|0.174
ID>1065804 783877|0.01|0.01|1.0|1.0|0.234|0.234|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.266|0.436|0.0|0.0|0.0
ID>1066117 1390982|0.0|0.0|0.191|0.191|1.0|0.001|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|1.0|0.0|0.0
ID>1066145 1895823|0.009|0.009|0.255|0.255|0.032|0.032|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ID>1066744 1734890|0.095|0.095|0.263|0.263|0.003|0.019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.133|0.003|1.0|0.25|0.003
ID>1067090 1675337|1.0|1.0|0.927|0.927|1.0|0.013|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.4|0.045|1.0|0.0|0.045
ID>1067405 45117|0.427|0.427|0.415|0.415|0.012|1.0|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.333|0.07|1.0|0.1|0.17
ID>1067484 1070910|0.0|0.0|0.0|0.0|0.005|0.005|0.0|0.0|0.0|0.0|0.0|0.666|0.0|0.0|0.0|0.0|0.0|0.0
ID>1067912 1343935|0.004|0.004|0.193|0.193|0.008|0.008|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
